latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
21.10249,72.63689,367,0.38,0.59,2026-09-17,754,N,VIIRS,h,2.0NRT,292.62,9.37,D
21.10482,72.64775,343.6,0.38,0.59,2026-09-17,754,N,VIIRS,n,2.0NRT,293.04,6.57,D
21.10117,72.63416,347.21,0.36,0.57,2026-09-17,2021,N,VIIRS,n,2.0NRT,289.41,6.23,N
21.10167,72.6454,305.38,0.36,0.57,2026-09-17,2021,N,VIIRS,n,2.0NRT,289.03,1.57,N
21.10278,72.63486,350.06,0.36,0.57,2026-09-17,2021,N,VIIRS,n,2.0NRT,289.59,5.74,N
21.10547,72.64535,344.2,0.36,0.57,2026-09-17,2021,N,VIIRS,n,2.0NRT,290.06,7.41,N
21.1065,72.6348,304.79,0.36,0.57,2026-09-17,2021,N,VIIRS,n,2.0NRT,289.14,2.02,N
21.10699,72.64602,340.1,0.36,0.57,2026-09-17,2021,N,VIIRS,n,2.0NRT,290.47,6.14,N
21.1081,72.6355,313.63,0.36,0.57,2026-09-17,2021,N,VIIRS,n,2.0NRT,289.45,1.76,N
21.11183,72.63544,319.84,0.36,0.57,2026-09-17,2021,N,VIIRS,n,2.0NRT,289.3,2.02,N
21.11343,72.63612,310.65,0.36,0.57,2026-09-17,2021,N,VIIRS,n,2.0NRT,289.62,1.76,N
21.43239,72.97762,321.76,0.34,0.56,2026-09-17,2021,N,VIIRS,n,2.0NRT,288.68,1.98,N
20.90883,71.46107,303.82,0.37,0.58,2026-09-18,2144,N,VIIRS,n,2.0NRT,291.5,1.13,N
20.90962,71.4575,302.08,0.37,0.58,2026-09-18,2144,N,VIIRS,n,2.0NRT,291.09,1.36,N
22.31089,69.71923,313.71,0.55,0.51,2026-09-18,2144,N,VIIRS,n,2.0NRT,293.22,1.74,N
23.2587,70.26107,304.02,0.56,0.52,2026-09-18,2144,N,VIIRS,n,2.0NRT,291.25,0.96,N
21.09994,72.63522,331.88,0.42,0.45,2026-09-19,856,N,VIIRS,n,2.0NRT,297.47,2.23,D
21.10412,72.63467,340.84,0.42,0.45,2026-09-19,856,N,VIIRS,n,2.0NRT,297.51,2.23,D
21.10554,72.6468,350.1,0.42,0.45,2026-09-19,856,N,VIIRS,n,2.0NRT,300.15,12.63,D
22.93186,69.69827,307.75,0.44,0.38,2026-09-19,2123,N,VIIRS,n,2.0NRT,295.26,0.9,N
22.93537,69.69899,306.8,0.44,0.38,2026-09-19,2123,N,VIIRS,n,2.0NRT,295.15,0.71,N
21.10284,72.64529,305.4,0.44,0.46,2026-09-19,2125,N,VIIRS,n,2.0NRT,289.43,4.15,N
21.10453,72.63682,306.2,0.44,0.46,2026-09-19,2125,N,VIIRS,n,2.0NRT,289.58,4.4,N
21.10623,72.65048,307.38,0.44,0.46,2026-09-19,2125,N,VIIRS,n,2.0NRT,289.8,3.06,N
21.10708,72.64625,317.84,0.44,0.46,2026-09-19,2125,N,VIIRS,n,2.0NRT,289.8,3.06,N
22.33592,69.86636,306.91,0.45,0.39,2026-09-19,2125,N,VIIRS,n,2.0NRT,295.89,3.12,N
22.41644,69.03992,318.8,0.42,0.38,2026-09-19,2125,N,VIIRS,n,2.0NRT,295.54,1.76,N
22.41989,69.0406,306.86,0.42,0.38,2026-09-19,2125,N,VIIRS,n,2.0NRT,294.97,0.38,N
22.57542,70.22902,308.29,0.47,0.4,2026-09-19,2125,N,VIIRS,n,2.0NRT,293.94,0.75,N
