latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
21.1033,72.63795,337.6,0.48,0.48,2026-09-11,805,N,VIIRS,n,2.0NRT,295.6,5.89,D
21.10511,72.64705,344.32,0.48,0.48,2026-09-11,805,N,VIIRS,n,2.0NRT,297.72,9.15,D
21.10116,72.63661,339.66,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.28,9.18,N
21.10441,72.6459,343.3,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.64,6.65,N
21.10548,72.6372,308.75,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,290.15,3.95,N
21.10603,72.64871,309.18,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,290.5,7.13,N
21.10653,72.64437,340.24,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.98,7.13,N
21.10755,72.63565,309.89,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,290.88,4.4,N
21.10872,72.64648,311.12,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.06,6.65,N
21.10979,72.63779,308.22,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.28,3.95,N
21.16485,72.6702,335.84,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,290.35,10.53,N
21.16537,72.66583,334.66,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,289.32,10.37,N
22.41649,69.03779,312.23,0.39,0.6,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.92,1.4,N
22.9267,69.82265,307.63,0.36,0.57,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.83,0.89,N
22.93276,69.70088,303.67,0.36,0.58,2026-09-11,2034,N,VIIRS,n,2.0NRT,288.44,0.56,N
22.9331,69.69727,306.91,0.36,0.58,2026-09-11,2034,N,VIIRS,n,2.0NRT,288.63,0.56,N
23.26521,70.25777,304.89,0.34,0.56,2026-09-11,2034,N,VIIRS,n,2.0NRT,292.8,0.85,N
23.50945,69.26907,336.81,0.44,0.62,2026-09-12,928,N,VIIRS,n,2.0NRT,294.22,5.28,D
