latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
21.09994,72.63522,331.88,0.42,0.45,2026-09-19,856,N,VIIRS,n,2.0NRT,297.47,2.23,D
21.10412,72.63467,340.84,0.42,0.45,2026-09-19,856,N,VIIRS,n,2.0NRT,297.51,2.23,D
21.10554,72.6468,350.1,0.42,0.45,2026-09-19,856,N,VIIRS,n,2.0NRT,300.15,12.63,D
22.93186,69.69827,307.75,0.44,0.38,2026-09-19,2123,N,VIIRS,n,2.0NRT,295.26,0.9,N
22.93537,69.69899,306.8,0.44,0.38,2026-09-19,2123,N,VIIRS,n,2.0NRT,295.15,0.71,N
21.10284,72.64529,305.4,0.44,0.46,2026-09-19,2125,N,VIIRS,n,2.0NRT,289.43,4.15,N
21.10453,72.63682,306.2,0.44,0.46,2026-09-19,2125,N,VIIRS,n,2.0NRT,289.58,4.4,N
21.10623,72.65048,307.38,0.44,0.46,2026-09-19,2125,N,VIIRS,n,2.0NRT,289.8,3.06,N
21.10708,72.64625,317.84,0.44,0.46,2026-09-19,2125,N,VIIRS,n,2.0NRT,289.8,3.06,N
22.33592,69.86636,306.91,0.45,0.39,2026-09-19,2125,N,VIIRS,n,2.0NRT,295.89,3.12,N
22.41644,69.03992,318.8,0.42,0.38,2026-09-19,2125,N,VIIRS,n,2.0NRT,295.54,1.76,N
22.41989,69.0406,306.86,0.42,0.38,2026-09-19,2125,N,VIIRS,n,2.0NRT,294.97,0.38,N
22.57542,70.22902,308.29,0.47,0.4,2026-09-19,2125,N,VIIRS,n,2.0NRT,293.94,0.75,N
21.10412,72.63786,336.66,0.39,0.36,2026-09-20,837,N,VIIRS,n,2.0NRT,298.19,7.96,D
21.10523,72.64537,339.88,0.39,0.36,2026-09-20,837,N,VIIRS,n,2.0NRT,294.73,3.58,D
20.86739,70.56648,311.42,0.39,0.36,2026-09-20,2106,N,VIIRS,n,2.0NRT,291.72,0.71,N
20.90879,71.45869,309.05,0.39,0.36,2026-09-20,2106,N,VIIRS,n,2.0NRT,293.04,1.02,N
21.10095,72.63789,311.03,0.4,0.37,2026-09-20,2106,N,VIIRS,n,2.0NRT,294.2,2.34,N
21.10159,72.63406,330.29,0.4,0.37,2026-09-20,2106,N,VIIRS,n,2.0NRT,295.23,2.34,N
21.10173,72.65388,314.48,0.4,0.37,2026-09-20,2106,N,VIIRS,n,2.0NRT,294.8,1.57,N
21.10496,72.6347,319.73,0.4,0.37,2026-09-20,2106,N,VIIRS,n,2.0NRT,294.85,2.34,N
21.10639,72.64685,321.58,0.4,0.37,2026-09-20,2106,N,VIIRS,n,2.0NRT,294.28,1.85,N
21.10833,72.63535,308.69,0.4,0.37,2026-09-20,2106,N,VIIRS,n,2.0NRT,295.5,0.89,N
21.11169,72.63599,311.09,0.4,0.37,2026-09-20,2106,N,VIIRS,n,2.0NRT,295.98,0.89,N
22.20797,70.80544,309.79,0.39,0.36,2026-09-20,2106,N,VIIRS,n,2.0NRT,291.76,0.54,N
22.33693,69.86636,308.03,0.4,0.37,2026-09-20,2106,N,VIIRS,n,2.0NRT,291.27,2.57,N
22.33866,69.85473,311.51,0.4,0.37,2026-09-20,2106,N,VIIRS,n,2.0NRT,292.65,2.75,N
23.25753,70.26478,310.24,0.4,0.37,2026-09-20,2106,N,VIIRS,n,2.0NRT,292.46,2.31,N
23.31525,70.48738,312.42,0.39,0.36,2026-09-20,2106,N,VIIRS,n,2.0NRT,293.96,2.49,N
21.10358,72.63866,334.97,0.48,0.4,2026-09-21,818,N,VIIRS,n,2.0NRT,294.29,37.18,D
21.10517,72.64781,336.96,0.48,0.4,2026-09-21,818,N,VIIRS,n,2.0NRT,296.25,9.79,D
23.12208,70.08372,337.2,0.41,0.45,2026-09-21,820,N,VIIRS,n,2.0NRT,298.98,3.83,D
