latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
24.87569,97.0718,329.38,0.47,0.4,2026-09-21,637,N,VIIRS,n,2.0NRT,295.62,2.36,D
25.02771,97.1887,328.91,0.47,0.39,2026-09-21,637,N,VIIRS,n,2.0NRT,295.88,2.52,D
25.14342,97.49666,332.18,0.45,0.39,2026-09-21,637,N,VIIRS,n,2.0NRT,296.35,2.98,D
25.53974,96.71659,330.07,0.48,0.4,2026-09-21,637,N,VIIRS,n,2.0NRT,296.97,2.43,D
8.29176,80.75997,335.65,0.4,0.37,2026-09-21,813,N,VIIRS,n,2.0NRT,295.27,4.66,D
8.35397,81.29202,337.72,0.41,0.37,2026-09-21,813,N,VIIRS,n,2.0NRT,297.77,4.13,D
8.3574,81.2915,352.94,0.41,0.37,2026-09-21,813,N,VIIRS,n,2.0NRT,298.48,6.45,D
8.35796,81.29525,340.53,0.41,0.37,2026-09-21,813,N,VIIRS,n,2.0NRT,297.06,5.82,D
8.36083,81.29099,345.37,0.41,0.37,2026-09-21,813,N,VIIRS,n,2.0NRT,298.02,6.45,D
8.69229,80.4555,343.38,0.39,0.37,2026-09-21,813,N,VIIRS,n,2.0NRT,298.85,5,D
8.69283,80.45908,349.11,0.39,0.37,2026-09-21,813,N,VIIRS,n,2.0NRT,300.68,10.67,D
8.69565,80.45499,335.61,0.39,0.37,2026-09-21,813,N,VIIRS,n,2.0NRT,297.69,5,D
8.69619,80.45857,335.22,0.39,0.37,2026-09-21,813,N,VIIRS,n,2.0NRT,297.62,10.67,D
8.87128,78.08917,341.62,0.39,0.36,2026-09-21,813,N,VIIRS,n,2.0NRT,304.37,4.56,D
9.0166,78.13821,342.87,0.39,0.36,2026-09-21,813,N,VIIRS,n,2.0NRT,299.3,2.61,D
11.23936,77.23362,330.61,0.4,0.37,2026-09-21,816,N,VIIRS,l,2.0NRT,296.96,3.22,D
11.24016,77.23308,332.45,0.4,0.37,2026-09-21,816,N,VIIRS,l,2.0NRT,297.23,3.71,D
12.82642,79.54056,333.16,0.4,0.37,2026-09-21,816,N,VIIRS,n,2.0NRT,296.41,2.42,D
13.27823,80.29333,333.09,0.42,0.37,2026-09-21,816,N,VIIRS,n,2.0NRT,278.2,3.27,D
13.67215,79.5278,332.93,0.4,0.37,2026-09-21,816,N,VIIRS,n,2.0NRT,282.22,3.81,D
15.73247,79.65581,335.25,0.41,0.37,2026-09-21,816,N,VIIRS,n,2.0NRT,297.09,3.82,D
15.83993,79.7503,330.64,0.42,0.38,2026-09-21,816,N,VIIRS,n,2.0NRT,293.68,3.34,D
15.84448,79.75757,351.76,0.42,0.38,2026-09-21,816,N,VIIRS,n,2.0NRT,296.4,12.39,D
15.84917,79.74093,335.12,0.42,0.37,2026-09-21,816,N,VIIRS,n,2.0NRT,293.34,7.9,D
15.84972,79.74483,349.19,0.42,0.37,2026-09-21,816,N,VIIRS,n,2.0NRT,294.28,7.9,D
16.16523,79.92226,335.46,0.43,0.38,2026-09-21,816,N,VIIRS,n,2.0NRT,294.81,1.41,D
16.1658,79.92622,333.28,0.43,0.38,2026-09-21,816,N,VIIRS,n,2.0NRT,296.11,3.85,D
16.33395,78.26297,330.91,0.39,0.36,2026-09-21,816,N,VIIRS,n,2.0NRT,288.8,2.78,D
16.61245,79.49863,330.5,0.42,0.37,2026-09-21,816,N,VIIRS,n,2.0NRT,298.04,2.67,D
16.82013,78.19477,334.81,0.39,0.36,2026-09-21,816,N,VIIRS,n,2.0NRT,294.94,2.45,D
