latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
21.10145,72.63374,312.46,0.57,0.69,2026-08-22,2010,N,VIIRS,n,2.0NRT,278.17,2.52,N
21.10257,72.63496,314.08,0.57,0.69,2026-08-22,2010,N,VIIRS,n,2.0NRT,277.35,3.3,N
21.10692,72.64557,306.14,0.56,0.69,2026-08-22,2010,N,VIIRS,n,2.0NRT,276.15,2.11,N
21.10789,72.63438,297.41,0.57,0.69,2026-08-22,2010,N,VIIRS,n,2.0NRT,276.62,1.56,N
21.10811,72.64683,299.65,0.56,0.69,2026-08-22,2010,N,VIIRS,n,2.0NRT,276.31,1.89,N
21.109,72.63563,296.9,0.57,0.69,2026-08-22,2010,N,VIIRS,n,2.0NRT,276.1,2.38,N
21.10465,72.63463,303.18,0.56,0.69,2026-08-22,2150,N,VIIRS,n,2.0NRT,287.89,1.71,N
21.1083,72.64712,305.07,0.56,0.69,2026-08-22,2150,N,VIIRS,n,2.0NRT,288.17,1.43,N
20.35698,72.95097,301.25,0.48,0.4,2026-08-24,2112,N,VIIRS,n,2.0NRT,288.29,2,N
20.91151,71.45895,310.03,0.41,0.37,2026-08-24,2112,N,VIIRS,n,2.0NRT,293.19,1.54,N
21.10352,72.63773,330.98,0.46,0.39,2026-08-24,2112,N,VIIRS,n,2.0NRT,293.45,9.49,N
21.10552,72.64716,337.64,0.46,0.39,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.31,10.73,N
21.1091,72.64789,309.92,0.46,0.39,2026-08-24,2112,N,VIIRS,n,2.0NRT,293.66,3.01,N
21.11144,72.63482,311.12,0.46,0.39,2026-08-24,2112,N,VIIRS,n,2.0NRT,293.41,2.9,N
22.3408,69.85459,305.94,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,294.23,1.87,N
22.34174,69.87002,322.14,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,292.79,1.78,N
22.34504,69.87063,323.05,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,292.53,1.78,N
22.92933,70.10716,313.68,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,294.86,1.04,N
22.93312,69.69794,324.97,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.2,2.55,N
22.93583,69.70226,321.57,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.22,3.69,N
22.93641,69.69853,325.35,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.02,2.55,N
23.05546,69.99567,308.71,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,294.75,0.63,N
23.10639,70.1897,306.28,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.39,0.54,N
23.2488,69.87011,307.12,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.5,0.82,N
23.25788,70.26331,307.92,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.12,0.65,N
23.3162,70.48951,309.1,0.39,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.62,1.26,N
22.93243,69.69887,311.42,0.55,0.43,2026-08-25,2053,N,VIIRS,n,2.0NRT,293.13,2.23,N
22.93312,69.69748,314.65,0.55,0.43,2026-08-25,2053,N,VIIRS,n,2.0NRT,292.93,2.18,N
21.10119,72.63515,333.85,0.4,0.37,2026-08-25,2055,N,VIIRS,n,2.0NRT,290.63,7.38,N
21.10456,72.63571,316.63,0.4,0.37,2026-08-25,2055,N,VIIRS,n,2.0NRT,287.4,3.21,N
21.1062,72.64778,310.96,0.4,0.37,2026-08-25,2055,N,VIIRS,n,2.0NRT,275.72,1.33,N
21.10678,72.64395,316.16,0.4,0.37,2026-08-25,2055,N,VIIRS,n,2.0NRT,277.94,2.31,N
21.1113,72.63686,301.26,0.4,0.37,2026-08-25,2055,N,VIIRS,n,2.0NRT,279.28,1.51,N
22.4152,69.03896,305.3,0.39,0.44,2026-08-25,2055,N,VIIRS,n,2.0NRT,285.84,1.39,N
