latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
20.35698,72.95097,301.25,0.48,0.4,2026-08-24,2112,N,VIIRS,n,2.0NRT,288.29,2,N
20.91151,71.45895,310.03,0.41,0.37,2026-08-24,2112,N,VIIRS,n,2.0NRT,293.19,1.54,N
21.10352,72.63773,330.98,0.46,0.39,2026-08-24,2112,N,VIIRS,n,2.0NRT,293.45,9.49,N
21.10552,72.64716,337.64,0.46,0.39,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.31,10.73,N
21.1091,72.64789,309.92,0.46,0.39,2026-08-24,2112,N,VIIRS,n,2.0NRT,293.66,3.01,N
21.11144,72.63482,311.12,0.46,0.39,2026-08-24,2112,N,VIIRS,n,2.0NRT,293.41,2.9,N
22.3408,69.85459,305.94,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,294.23,1.87,N
22.34174,69.87002,322.14,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,292.79,1.78,N
22.34504,69.87063,323.05,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,292.53,1.78,N
22.92933,70.10716,313.68,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,294.86,1.04,N
22.93312,69.69794,324.97,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.2,2.55,N
22.93583,69.70226,321.57,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.22,3.69,N
22.93641,69.69853,325.35,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.02,2.55,N
23.05546,69.99567,308.71,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,294.75,0.63,N
23.10639,70.1897,306.28,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.39,0.54,N
23.2488,69.87011,307.12,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.5,0.82,N
23.25788,70.26331,307.92,0.38,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.12,0.65,N
23.3162,70.48951,309.1,0.39,0.36,2026-08-24,2112,N,VIIRS,n,2.0NRT,295.62,1.26,N
22.93243,69.69887,311.42,0.55,0.43,2026-08-25,2053,N,VIIRS,n,2.0NRT,293.13,2.23,N
22.93312,69.69748,314.65,0.55,0.43,2026-08-25,2053,N,VIIRS,n,2.0NRT,292.93,2.18,N
21.10119,72.63515,333.85,0.4,0.37,2026-08-25,2055,N,VIIRS,n,2.0NRT,290.63,7.38,N
21.10456,72.63571,316.63,0.4,0.37,2026-08-25,2055,N,VIIRS,n,2.0NRT,287.4,3.21,N
21.1062,72.64778,310.96,0.4,0.37,2026-08-25,2055,N,VIIRS,n,2.0NRT,275.72,1.33,N
21.10678,72.64395,316.16,0.4,0.37,2026-08-25,2055,N,VIIRS,n,2.0NRT,277.94,2.31,N
21.1113,72.63686,301.26,0.4,0.37,2026-08-25,2055,N,VIIRS,n,2.0NRT,279.28,1.51,N
22.4152,69.03896,305.3,0.39,0.44,2026-08-25,2055,N,VIIRS,n,2.0NRT,285.84,1.39,N
21.10126,72.63638,355.87,0.47,0.48,2026-08-26,805,N,VIIRS,n,2.0NRT,294.3,11.1,D
21.10306,72.64542,336.67,0.47,0.48,2026-08-26,805,N,VIIRS,n,2.0NRT,293.41,4.7,D
22.9245,69.82229,301.64,0.35,0.57,2026-08-26,2034,N,VIIRS,n,2.0NRT,290.12,1.76,N
22.92565,69.82343,303.65,0.35,0.57,2026-08-26,2034,N,VIIRS,n,2.0NRT,290.14,0.67,N
23.12196,70.08334,311,0.34,0.56,2026-08-26,2034,N,VIIRS,n,2.0NRT,290.15,1.48,N
21.10433,72.64272,305.89,0.45,0.63,2026-08-27,2017,N,VIIRS,n,2.0NRT,264.87,2.66,N
22.38937,73.11508,295.06,0.43,0.62,2026-08-27,2017,N,VIIRS,n,2.0NRT,272.37,0.59,N
